date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-01-05,162,9251,36041,12936,3264,3454
2020-05-03,452,23746,76452,10681,3822,470905
2020-05-13,134,398,6339,1101,363,1396
2020-07-04,32,1317,2991,898,135,34379
2020-08-02,130,168,43,195,16,351660
2020-08-12,89,334,3775,530,330,8872
2020-11-01,15,66,292,86,4,203
2020-11-11,470,18762,123564,20378,4868,6324
