date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2023-01-27,300,27993,133792.0,21617.0,6443.0,238388
2023-02-06,323,9882,63226.0,5808.0,1586.0,698
2023-04-28,294,28422,39346.0,3537.0,1048.0,789157
2023-05-08,328,7091,28212.0,13258.0,3502.0,39402
2023-07-28,162,1100,5065.0,2533.0,198.0,35435
2023-08-07,272,3970,9128.0,4517.0,1734.0,350035
2023-10-27,162,11475,79642.0,6286.0,1212.0,801
2023-11-05,114,70,0.0,0.0,0.0,194836
