date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-02-21,152,0.0,0.0,0.0,0.0,107547
2022-05-22,159,3140.0,4694.0,3581.0,569.0,171977
2022-07-17,154,1023.0,1177.0,10094.0,1987.0,378
2022-08-15,162,1234.0,2621.0,13619.0,2487.0,439
2022-08-21,324,3126.0,6103.0,18498.0,3025.0,151368
2022-11-14,324,2610.0,8976.0,19755.0,3385.0,26584
